Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,File Offset (s),Begin File,Delta Time (s),Common Name,Species Code,Confidence,Verify,Label,Call Type,Notes,Done?,source_file
6783,Spectrogram 1,1,90276.0,90279.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250410_194700.wav,276.0,SMA06024_20250410_194700.wav,3.0,Red-winged Blackbird,rewbla,0.1653,1.0,RWBL,conklaree,,1.0,combined_annotations.csv
12577,Spectrogram 1,1,145590.0,145593.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250419_195700.wav,1590.0,SMA06024_20250419_195700.wav,3.0,Virginia Rail,virrai,0.132,0.0,,,,1.0,combined_annotations.csv
18669,Spectrogram 1,1,181620.0,181623.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250425_200300.wav,1620.0,SMA06024_20250425_200300.wav,3.0,King Rail,kinrai4,0.235,0.0,,,,1.0,combined_annotations.csv
18670,Spectrogram 1,1,181620.0,181623.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250425_200300.wav,1620.0,SMA06024_20250425_200300.wav,3.0,Red-winged Blackbird,rewbla,0.1199,1.0,RWBL,multiple,,1.0,combined_annotations.csv
18671,Spectrogram 1,1,181620.0,181623.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250425_200300.wav,1620.0,SMA06024_20250425_200300.wav,3.0,American Bittern,amebit,0.1028,0.0,,,,1.0,combined_annotations.csv
20132,Spectrogram 1,1,192951.0,192954.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250427_200500.wav,951.0,SMA06024_20250427_200500.wav,3.0,Red-winged Blackbird,rewbla,0.536,1.0,RWBL,twitter,,1.0,combined_annotations.csv
20133,Spectrogram 1,1,192951.0,192954.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250427_200500.wav,951.0,SMA06024_20250427_200500.wav,3.0,Least Bittern,leabit,0.1512,0.0,,,,1.0,combined_annotations.csv
21522,Spectrogram 1,1,202239.0,202242.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250429_061100.wav,639.0,SMA06024_20250429_061100.wav,3.0,Red-winged Blackbird,rewbla,0.3082,1.0,RWBL,jeer,,1.0,combined_annotations.csv
21523,Spectrogram 1,1,202239.0,202242.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250429_061100.wav,639.0,SMA06024_20250429_061100.wav,3.0,Least Bittern,leabit,0.1439,0.0,,,,1.0,combined_annotations.csv
23325,Spectrogram 1,1,223698.0,223701.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250502_201100.wav,1698.0,SMA06024_20250502_201100.wav,3.0,Red-winged Blackbird,rewbla,0.81,1.0,,,"important seg, try to ID UNK if poss",1.0,combined_annotations.csv
27109,Spectrogram 1,1,254220.0,254223.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250507_201600.wav,2220.0,SMA06024_20250507_201600.wav,3.0,Least Bittern,leabit,0.164,0.0,,,,1.0,combined_annotations.csv
27114,Spectrogram 1,1,254238.0,254241.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250507_201600.wav,2238.0,SMA06024_20250507_201600.wav,3.0,American Bittern,amebit,0.1568,0.0,,,,1.0,combined_annotations.csv
27115,Spectrogram 1,1,254241.0,254244.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250507_201600.wav,2241.0,SMA06024_20250507_201600.wav,3.0,King Rail,kinrai4,0.1305,1.0,KIRA,grunt,,1.0,combined_annotations.csv
42036,Spectrogram 1,1,409251.0,409254.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250602_204000.wav,1251.0,SMA06024_20250602_204000.wav,3.0,Least Bittern,leabit,0.2084,0.0,,,,1.0,combined_annotations.csv
42037,Spectrogram 1,1,409251.0,409254.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250602_204000.wav,1251.0,SMA06024_20250602_204000.wav,3.0,Red-winged Blackbird,rewbla,0.1035,1.0,RWBL,conklaree,,1.0,combined_annotations.csv
42262,Spectrogram 1,1,410181.0,410184.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250602_204000.wav,2181.0,SMA06024_20250602_204000.wav,3.0,Virginia Rail,virrai,0.1213,0.0,,,RWBL pink,1.0,combined_annotations.csv
42263,Spectrogram 1,1,410181.0,410184.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250602_204000.wav,2181.0,SMA06024_20250602_204000.wav,3.0,American Bittern,amebit,0.1154,0.0,,,,1.0,combined_annotations.csv
42430,Spectrogram 1,1,412617.0,412620.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250603_054000.wav,1017.0,SMA06024_20250603_054000.wav,3.0,American Bittern,amebit,0.321,0.0,,,,1.0,combined_annotations.csv
42431,Spectrogram 1,1,412617.0,412620.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250603_054000.wav,1017.0,SMA06024_20250603_054000.wav,3.0,Least Bittern,leabit,0.1729,0.0,,,,1.0,combined_annotations.csv
44720,Spectrogram 1,1,446259.0,446262.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250608_204400.wav,2259.0,SMA06024_20250608_204400.wav,3.0,Sora,sora,0.7524,0.0,,,,1.0,combined_annotations.csv
44721,Spectrogram 1,1,446262.0,446265.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250608_204400.wav,2262.0,SMA06024_20250608_204400.wav,3.0,Sora,sora,0.1281,0.0,,,,1.0,combined_annotations.csv
45977,Spectrogram 1,1,475077.0,475080.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250613_204700.wav,1077.0,SMA06024_20250613_204700.wav,3.0,Least Bittern,leabit,0.1124,0.0,,,rain,1.0,combined_annotations.csv
46007,Spectrogram 1,1,478995.0,478998.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250614_053800.wav,1395.0,SMA06024_20250614_053800.wav,3.0,Red-winged Blackbird,rewbla,0.308,1.0,RWBL,conklaree,loud rain,1.0,combined_annotations.csv
46620,Spectrogram 1,1,486471.0,486474.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250615_204700.wav,471.0,SMA06024_20250615_204700.wav,3.0,King Rail,kinrai4,0.2436,1.0,KIRA,kek,KIRA kek + RWBL check,1.0,combined_annotations.csv
46627,Spectrogram 1,1,486525.0,486528.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250615_204700.wav,525.0,SMA06024_20250615_204700.wav,3.0,Virginia Rail,virrai,0.464,0.0,,,RWBL pink?,1.0,combined_annotations.csv
46772,Spectrogram 1,1,487605.0,487608.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250615_204700.wav,1605.0,SMA06024_20250615_204700.wav,3.0,Red-winged Blackbird,rewbla,0.1517,1.0,,,,1.0,combined_annotations.csv
47212,Spectrogram 1,1,493626.0,493629.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250616_204800.wav,1626.0,SMA06024_20250616_204800.wav,3.0,Red-winged Blackbird,rewbla,0.4089,1.0,RWBL,conklaree,,1.0,combined_annotations.csv
47214,Spectrogram 1,1,493647.0,493650.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250616_204800.wav,1647.0,SMA06024_20250616_204800.wav,3.0,Red-winged Blackbird,rewbla,0.4753,1.0,RWBL,conklaree,,1.0,combined_annotations.csv
47216,Spectrogram 1,1,493698.0,493701.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250616_204800.wav,1698.0,SMA06024_20250616_204800.wav,3.0,King Rail,kinrai4,0.3889,1.0,KIRA,kek,,1.0,combined_annotations.csv
47217,Spectrogram 1,1,493701.0,493704.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250616_204800.wav,1701.0,SMA06024_20250616_204800.wav,3.0,King Rail,kinrai4,0.5984,1.0,KIRA,kek,,1.0,combined_annotations.csv
47218,Spectrogram 1,1,493701.0,493704.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250616_204800.wav,1701.0,SMA06024_20250616_204800.wav,3.0,Virginia Rail,virrai,0.1572,0.0,,,,1.0,combined_annotations.csv
47223,Spectrogram 1,1,493836.0,493839.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250616_204800.wav,1836.0,SMA06024_20250616_204800.wav,3.0,King Rail,kinrai4,0.1335,1.0,KIRA,kek,,1.0,combined_annotations.csv
47225,Spectrogram 1,1,493848.0,493851.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250616_204800.wav,1848.0,SMA06024_20250616_204800.wav,3.0,King Rail,kinrai4,0.1123,1.0,KIRA,kek,,1.0,combined_annotations.csv
47226,Spectrogram 1,1,493854.0,493857.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250616_204800.wav,1854.0,SMA06024_20250616_204800.wav,3.0,King Rail,kinrai4,0.2427,1.0,KIRA,kek,,1.0,combined_annotations.csv
47227,Spectrogram 1,1,493854.0,493857.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250616_204800.wav,1854.0,SMA06024_20250616_204800.wav,3.0,Virginia Rail,virrai,0.1352,0.0,,,unsure about sparrow chips,1.0,combined_annotations.csv
47233,Spectrogram 1,1,493872.0,493875.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250616_204800.wav,1872.0,SMA06024_20250616_204800.wav,3.0,King Rail,kinrai4,0.4094,1.0,KIRA,kek,,1.0,combined_annotations.csv
47234,Spectrogram 1,1,493875.0,493878.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250616_204800.wav,1875.0,SMA06024_20250616_204800.wav,3.0,King Rail,kinrai4,0.847,1.0,KIRA,kek,,1.0,combined_annotations.csv
47247,Spectrogram 1,1,494034.0,494037.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250616_204800.wav,2034.0,SMA06024_20250616_204800.wav,3.0,King Rail,kinrai4,0.2227,1.0,KIRA,kek,,1.0,combined_annotations.csv
47249,Spectrogram 1,1,494400.0,494403.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,0.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.8214,1.0,KIRA,kek,,1.0,combined_annotations.csv
47250,Spectrogram 1,1,494400.0,494403.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,0.0,SMA06024_20250617_040000.wav,3.0,Virginia Rail,virrai,0.1351,0.0,,,,1.0,combined_annotations.csv
47257,Spectrogram 1,1,494430.0,494433.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,30.0,SMA06024_20250617_040000.wav,3.0,Virginia Rail,virrai,0.1386,0.0,,,,1.0,combined_annotations.csv
47258,Spectrogram 1,1,494433.0,494436.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,33.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.6496,1.0,KIRA,kek,,1.0,combined_annotations.csv
47261,Spectrogram 1,1,494448.0,494451.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,48.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.5489,1.0,KIRA,kek,,1.0,combined_annotations.csv
47262,Spectrogram 1,1,494457.0,494460.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,57.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.5121,1.0,KIRA,kek,,1.0,combined_annotations.csv
47263,Spectrogram 1,1,494460.0,494463.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,60.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.6533,1.0,KIRA,kek,,1.0,combined_annotations.csv
47270,Spectrogram 1,1,494484.0,494487.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,84.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.6635,1.0,KIRA,kek,,1.0,combined_annotations.csv
47271,Spectrogram 1,1,494487.0,494490.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,87.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.9106,1.0,KIRA,kek,,1.0,combined_annotations.csv
47284,Spectrogram 1,1,494538.0,494541.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,138.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.2277,1.0,KIRA,kek,,1.0,combined_annotations.csv
47285,Spectrogram 1,1,494541.0,494544.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,141.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.73,1.0,KIRA,kek,,1.0,combined_annotations.csv
47300,Spectrogram 1,1,494616.0,494619.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,216.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.4331,1.0,KIRA,kek,,1.0,combined_annotations.csv
47301,Spectrogram 1,1,494619.0,494622.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,219.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.8153,1.0,KIRA,kek,,1.0,combined_annotations.csv
47313,Spectrogram 1,1,494667.0,494670.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,267.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.2145,1.0,,,,1.0,combined_annotations.csv
47317,Spectrogram 1,1,494688.0,494691.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,288.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.2557,1.0,KIRA,kek,,1.0,combined_annotations.csv
47361,Spectrogram 1,1,494841.0,494844.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,441.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.3335,1.0,KIRA,kek,,1.0,combined_annotations.csv
47420,Spectrogram 1,1,495048.0,495051.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,648.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.1245,1.0,KIRA,kek,,1.0,combined_annotations.csv
47421,Spectrogram 1,1,495051.0,495054.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,651.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.3559,1.0,KIRA,kek,,1.0,combined_annotations.csv
47422,Spectrogram 1,1,495051.0,495054.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,651.0,SMA06024_20250617_040000.wav,3.0,Virginia Rail,virrai,0.157,0.0,,,,1.0,combined_annotations.csv
47423,Spectrogram 1,1,495054.0,495057.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,654.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.7858,1.0,KIRA,kek,,1.0,combined_annotations.csv
47424,Spectrogram 1,1,495057.0,495060.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,657.0,SMA06024_20250617_040000.wav,3.0,Virginia Rail,virrai,0.2274,0.0,,,,1.0,combined_annotations.csv
47425,Spectrogram 1,1,495057.0,495060.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,657.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.1268,1.0,KIRA,kek,,1.0,combined_annotations.csv
47426,Spectrogram 1,1,495066.0,495069.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,666.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.9077,1.0,KIRA,kek,,1.0,combined_annotations.csv
47431,Spectrogram 1,1,495093.0,495096.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,693.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.794,1.0,KIRA,kek,rain,1.0,combined_annotations.csv
47458,Spectrogram 1,1,495222.0,495225.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,822.0,SMA06024_20250617_040000.wav,3.0,Virginia Rail,virrai,0.1554,1.0,KIRA,kek,rain,1.0,combined_annotations.csv
47481,Spectrogram 1,1,495399.0,495402.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,999.0,SMA06024_20250617_040000.wav,3.0,Virginia Rail,virrai,0.3591,0.0,,,,1.0,combined_annotations.csv
47482,Spectrogram 1,1,495399.0,495402.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,999.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.3074,1.0,KIRA,kek,,1.0,combined_annotations.csv
47484,Spectrogram 1,1,495414.0,495417.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,1014.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.4831,1.0,,,likely yes,1.0,combined_annotations.csv
47485,Spectrogram 1,1,495420.0,495423.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,1020.0,SMA06024_20250617_040000.wav,3.0,King Rail,kinrai4,0.6994,1.0,KIRA,kek,,1.0,combined_annotations.csv
48376,Spectrogram 1,1,516033.0,516036.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250620_204900.wav,33.0,SMA06024_20250620_204900.wav,3.0,King Rail,kinrai4,0.1435,0.0,,,,1.0,combined_annotations.csv
50903,Spectrogram 1,1,582090.0,582093.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250701_205000.wav,90.0,SMA06024_20250701_205000.wav,3.0,Virginia Rail,virrai,0.7309,0.0,,,RWBL pink,1.0,combined_annotations.csv
50904,Spectrogram 1,1,582102.0,582105.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250701_205000.wav,102.0,SMA06024_20250701_205000.wav,3.0,Virginia Rail,virrai,0.7336,0.0,,,RWBL pink,1.0,combined_annotations.csv
51724,Spectrogram 1,1,594684.0,594687.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250703_204900.wav,684.0,SMA06024_20250703_204900.wav,3.0,King Rail,kinrai4,0.2926,0.0,,,RWBL,1.0,combined_annotations.csv
51752,Spectrogram 1,1,595125.0,595128.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250703_204900.wav,1125.0,SMA06024_20250703_204900.wav,3.0,King Rail,kinrai4,0.1177,0.0,,,,1.0,combined_annotations.csv
51753,Spectrogram 1,1,595125.0,595128.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250703_204900.wav,1125.0,SMA06024_20250703_204900.wav,3.0,Marsh Wren,marwre,0.1065,1.0,,,,1.0,combined_annotations.csv
52440,Spectrogram 1,1,610398.0,610401.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250706_054500.wav,798.0,SMA06024_20250706_054500.wav,3.0,Sora,sora,0.7473,0.0,,,Bald Eagle,1.0,combined_annotations.csv
52441,Spectrogram 1,1,610398.0,610401.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250706_054500.wav,798.0,SMA06024_20250706_054500.wav,3.0,Virginia Rail,virrai,0.2003,0.0,,,,1.0,combined_annotations.csv
52492,Spectrogram 1,1,617136.0,617139.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250707_054600.wav,1536.0,SMA06024_20250707_054600.wav,3.0,Red-winged Blackbird,rewbla,0.1464,1.0,,,,1.0,combined_annotations.csv
52493,Spectrogram 1,1,617136.0,617139.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250707_054600.wav,1536.0,SMA06024_20250707_054600.wav,3.0,Least Bittern,leabit,0.1016,0.0,,,,1.0,combined_annotations.csv
27,Spectrogram 1,1,63.0,66.0,0.0,12000.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,63.0,2MA04668_20250414_195300.wav,3.0,Virginia Rail,virrai,0.4641,0.0,RWBL,,check for RWBL?,1.0,combined_annotations.csv
